Time,Watts
2013-01-18 15:54:26 , 163
2013-01-18 15:54:35 , 163
2013-01-18 15:54:37 , 549
2013-01-18 15:54:54 , 549
2013-01-18 15:54:55 , 465
2013-01-18 15:55:04 , 465
2013-01-18 15:55:05 , 396
2013-01-18 15:55:14 , 396
2013-01-18 15:55:15 , 1071
2013-01-18 15:55:24 , 1071
2013-01-18 15:55:25 , 472
2013-01-18 15:55:51 , 472
2013-01-18 15:55:52 , 613
2013-01-18 15:56:01 , 613
2013-01-18 15:56:02 , 467
2013-01-18 15:56:19 , 467
2013-01-18 15:56:20 , 577
2013-01-18 15:56:29 , 577
2013-01-18 15:56:30 , 519
2013-01-18 15:57:39 , 519
2013-01-18 15:57:40 , 249
2013-01-18 15:57:57 , 249
2013-01-18 15:57:58 , 373
2013-01-18 15:58:07 , 373
2013-01-18 15:58:08 , 329
2013-01-18 16:00:47 , 329
2013-01-18 16:00:48 , 925
2013-01-18 16:00:57 , 925
2013-01-18 16:00:58 , 451
2013-01-18 16:01:07 , 451
2013-01-18 16:01:08 , 821
2013-01-18 16:01:17 , 821
2013-01-18 16:01:18 , 341
2013-01-18 16:01:28 , 341
2013-01-18 16:01:29 , 567
2013-01-18 16:01:46 , 567
2013-01-18 16:01:47 , 1091
2013-01-18 16:01:56 , 1091
2013-01-18 16:01:57 , 851
2013-01-18 16:02:14 , 851
2013-01-18 16:02:15 , 735
2013-01-18 16:02:52 , 735
2013-01-18 16:02:53 , 654
2013-01-18 16:03:10 , 654
2013-01-18 16:03:11 , 800
2013-01-18 16:03:20 , 800
2013-01-18 16:03:21 , 367
2013-01-18 16:03:40 , 367
2013-01-18 16:03:41 , 737
2013-01-18 16:03:50 , 737
2013-01-18 16:03:51 , 369
2013-01-18 16:04:00 , 369
2013-01-18 16:04:01 , 797
2013-01-18 16:04:10 , 797
2013-01-18 16:04:11 , 592
2013-01-18 16:04:20 , 592
2013-01-18 16:04:21 , 844
2013-01-18 16:04:30 , 844
2013-01-18 16:04:31 , 654
2013-01-18 16:04:41 , 654
2013-01-18 16:04:42 , 809
2013-01-18 16:04:59 , 809
2013-01-18 16:05:00 , 676
2013-01-18 16:05:09 , 676
2013-01-18 16:05:10 , 817
2013-01-18 16:05:37 , 817
2013-01-18 16:05:38 , 405
2013-01-18 16:05:56 , 405
2013-01-18 16:05:57 , 520
2013-01-18 16:06:14 , 520
2013-01-18 16:06:15 , 1029
2013-01-18 16:06:24 , 1029
2013-01-18 16:06:25 , 517
2013-01-18 16:06:34 , 517
2013-01-18 16:06:35 , 977
2013-01-18 16:06:45 , 977
2013-01-18 16:06:46 , 761
2013-01-18 16:07:20 , 761
2013-01-18 16:07:21 , 502
2013-01-18 16:07:47 , 502
2013-01-18 16:07:48 , 871
2013-01-18 16:07:57 , 871
2013-01-18 16:07:58 , 783
2013-01-18 16:08:07 , 783
